LOC_Os01g18584	WRKY	Y	M07378,M07403,M07405,M07409,M00732,M07377,M07402,M07404,M07408
LOC_Os01g18850	SBP	N	
LOC_Os01g18870	bHLH	N	
LOC_Os01g21590	Trihelix	N	
LOC_Os01g24070	GATA	N	
LOC_Os01g28050	NAC	N	
LOC_Os01g29840	NAC	Y	M07160,M07232,M00970,M07159,M07233
LOC_Os01g32770	LBD	N	
LOC_Os01g32890	GeBP	N	
LOC_Os01g33400	bHLH	N	
LOC_Os01g36220	bZIP	N	
LOC_Os01g37100	Nin-like	N	
LOC_Os01g38610	bHLH	N	
LOC_Os01g39020	HSF	Y	M06938,M06940,M06941,M06944,M06946,M06949,M06951,M00868,M00869,M06936,M06937,M06939,M06942,M06943,M06945,M06947,M06948,M06950,M06952
LOC_Os01g39040	LBD	N	
LOC_Os01g39070	LBD	N	
LOC_Os01g39150	LBD	N	
LOC_Os01g39160	LBD	N	
LOC_Os01g39180	LBD	N	
LOC_Os01g39220	LBD	N	
LOC_Os01g39330	bHLH	N	
LOC_Os01g39480	bHLH	N	
LOC_Os01g39580	bHLH	N	
LOC_Os01g40260	WRKY	Y	M07383,M07389,M07394,M07407,M07412,M07421,M07425,M07427,M07428,M07431,M00898,M00982,M01089,M01325,M02547,M02549,M02553,M02555,M02556,M02562,M02564,M02565,M02566,M02568,M02570,M07374,M07384,M07390,M07393,M07406,M07413,M07420,M07424,M07426,M07429,M07430
LOC_Os01g40430	WRKY	Y	M07378,M07389,M07403,M07405,M07409,M07421,M00732,M00982,M02553,M02562,M07377,M07390,M07402,M07404,M07408,M07420
LOC_Os01g43550	WRKY	Y	M07373,M07376,M07383,M07386,M07389,M07400,M07407,M07411,M07412,M07428,M07431,M00731,M00982,M01089,M02547,M02549,M02550,M02553,M02556,M02557,M02558,M02559,M02564,M02565,M02566,M02570,M07372,M07374,M07375,M07382,M07384,M07385,M07390,M07401,M07406,M07410,M07413,M07415,M07429,M07430
LOC_Os01g43590	HSF	Y	M06938,M06940,M06941,M06944,M06946,M06949,M06951,M00868,M00869,M06936,M06937,M06939,M06942,M06943,M06945,M06947,M06948,M06950,M06952
LOC_Os01g43650	WRKY	Y	M07373,M07376,M07379,M07383,M07386,M07389,M07394,M07398,M07400,M07407,M07411,M07412,M07421,M07425,M07427,M07428,M07431,M00731,M00898,M00899,M00982,M01089,M01325,M02547,M02548,M02549,M02550,M02553,M02555,M02556,M02557,M02558,M02559,M02562,M02564,M02565,M02566,M07372,M07374,M07375,M07380,M07384,M07385,M07390,M07393,M07397,M07401,M07406,M07410,M07413,M07415,M07420,M07424,M07426,M07429,M07430
LOC_Os01g44430	ZF-HD	N	
LOC_Os01g46800	WRKY	Y	M07423,M01090,M02563,M07392,M07399,M07422
LOC_Os01g46970	bZIP	Y	M01156,M01160,M06764,M06770,M01770,M01779,M01781,M01783,M06752,M06765,M06771
LOC_Os01g47360	GATA	Y	M06885,M06894,M06884,M06893
LOC_Os01g47560	WRKY	N	
LOC_Os01g47670	NAC	N	
LOC_Os01g48130	NAC	N	
LOC_Os01g48290	Dof	Y	M06830,M06832,M06834,M06836,M06838,M06840,M06842,M06844,M06848,M06850,M06853,M06855,M06858,M06860,M06862,M06864,M06866,M06869,M00862,M01062,M01063,M01212,M01213,M01214,M01215,M01216,M01217,M01218,M01219,M01220,M01221,M01222,M01223,M01224,M01938,M01939,M01940,M01942,M01943,M01944,M01945,M01946,M01947,M01948,M01949,M01950,M01951,M01952,M01953,M01954,M01955,M01956,M01957,M06829,M06831,M06833,M06835,M06837,M06839,M06841,M06843,M06847,M06849,M06851,M06852,M06854,M06857,M06859,M06861,M06863,M06865,M06867,M06868,M10436,M10438,M10439,M10440
LOC_Os01g48320	Trihelix	N	
LOC_Os01g48446	NAC	N	
LOC_Os01g48700	E2F/DP	Y	M09035,M09525
LOC_Os01g50940	bHLH	Y	M01124,M01127,M01698,M01699,M01707,M01712,M01768,M06730
LOC_Os01g51140	bHLH	N	
LOC_Os01g51690	WRKY	Y	M07398,M07407,M07425,M07427,M07428,M00899,M00982,M01089,M01325,M02547,M02556,M02564,M02565,M02568,M07374,M07397,M07406,M07424,M07426,M07429
LOC_Os01g52090	Trihelix	N	
LOC_Os01g53040	WRKY	Y	M07373,M07376,M07383,M07386,M07389,M07400,M07407,M07411,M07412,M07428,M07431,M00731,M00982,M01089,M02547,M02549,M02550,M02553,M02556,M02557,M02558,M02559,M02564,M02565,M02566,M07372,M07374,M07375,M07382,M07384,M07385,M07390,M07401,M07406,M07410,M07413,M07415,M07429,M07430
LOC_Os01g53220	HSF	Y	M06938,M06940,M06941,M06944,M06946,M06949,M06951,M00868,M00869,M06936,M06937,M06939,M06942,M06943,M06945,M06947,M06948,M06950,M06952
LOC_Os01g53260	WRKY	Y	M07383,M07386,M07389,M07394,M07398,M07407,M07421,M07427,M07428,M00898,M00899,M00982,M01089,M01325,M02547,M02549,M02550,M02553,M02555,M02556,M02562,M02564,M02565,M02570,M07374,M07384,M07385,M07390,M07393,M07397,M07406,M07420,M07426,M07429
LOC_Os01g54210	GATA	Y	M06888,M06896,M00727,M00863,M01994,M01995,M01998,M01999,M02000,M02002,M02003,M02004,M06882,M06887,M06890,M06891,M06895
LOC_Os01g54550	HSF	Y	M06938,M06940,M06941,M06944,M06946,M06949,M06951,M00868,M00869,M06936,M06937,M06939,M06942,M06943,M06945,M06947,M06948,M06950,M06952
LOC_Os01g54600	WRKY	Y	M07373,M07376,M07383,M07386,M07389,M07400,M07407,M07411,M07412,M07428,M07431,M00731,M00982,M01089,M02547,M02549,M02550,M02553,M02556,M02557,M02558,M02559,M02564,M02565,M02566,M02570,M07372,M07374,M07375,M07382,M07384,M07385,M07390,M07401,M07406,M07410,M07413,M07415,M07429,M07430
LOC_Os01g55150	bZIP	N	
LOC_Os01g55340	Dof	Y	M06830,M06832,M06834,M06836,M06838,M06840,M06842,M06844,M06848,M06850,M06853,M06855,M06858,M06860,M06862,M06864,M06866,M06869,M00862,M01062,M01063,M01212,M01213,M01214,M01215,M01216,M01217,M01218,M01219,M01220,M01221,M01222,M01223,M01224,M01938,M01939,M01940,M01942,M01943,M01944,M01945,M01946,M01947,M01948,M01949,M01950,M01951,M01952,M01953,M01954,M01955,M01956,M01957,M06829,M06831,M06833,M06835,M06837,M06839,M06841,M06843,M06847,M06849,M06851,M06852,M06854,M06857,M06859,M06861,M06863,M06865,M06867,M06868,M10436,M10438,M10439,M10440
LOC_Os01g55580	CPP	Y	M07296,M07297,M07301,M01087,M01319,M01320,M01321,M01322,M02520,M02521,M02522,M02523,M02524,M02525,M02526,M02527,M02528,M02529,M02530,M02531,M02532,M02533,M02534,M02535,M07295,M07298,M07299,M07300
LOC_Os01g55750	TCP	Y	M02510,M07274,M07284,M07291,M01313,M02500,M02501,M02503,M02505,M02508,M02514,M02519,M07275,M07283,M07290
LOC_Os01g56530	LBD	N	
LOC_Os01g56690	bHLH	N	
LOC_Os01g57580	bHLH	N	
LOC_Os01g58760	bZIP	N	
LOC_Os01g59350	bZIP	Y	M01155,M06774,M06785,M00856,M01055,M01780,M01784,M01785,M06773,M06786,M06787
LOC_Os01g59640	NAC	N	
LOC_Os01g59760	bZIP	Y	M06777,M01058,M01059,M01133,M01162,M06778
LOC_Os01g60020	NAC	Y	M02368
LOC_Os01g60490	WRKY	N	
LOC_Os01g60520	WRKY	Y	M02546,M02561
LOC_Os01g60540	WRKY	N	
LOC_Os01g60600	WRKY	N	
LOC_Os01g60640	WRKY	Y	M07396,M07395
LOC_Os01g60960	LBD	Y	M06957,M06956
LOC_Os01g61080	WRKY	Y	M07388,M07419,M01324,M02552,M02554,M02567,M07381,M07387,M07391,M07414,M07418
LOC_Os01g61480	bHLH	N	
LOC_Os01g62510	WRKY	N	
LOC_Os01g62514	WRKY	N	
LOC_Os01g64000	bZIP	Y	M01158,M06777,M01056,M01057,M01058,M01059,M01133,M01771,M01772,M01773,M01782,M06755,M06778
LOC_Os01g64020	bZIP	Y	M06749,M01053,M06748
LOC_Os01g64310	NAC	N	
LOC_Os01g64560	bHLH	N	
LOC_Os01g64590	Dof	Y	M06830,M06832,M06834,M06836,M06838,M06840,M06842,M06844,M06848,M06850,M06853,M06855,M06858,M06860,M06862,M06864,M06866,M06869,M00862,M01062,M01063,M01212,M01213,M01214,M01215,M01216,M01217,M01218,M01219,M01220,M01221,M01222,M01223,M01224,M01938,M01939,M01940,M01942,M01943,M01944,M01945,M01946,M01947,M01948,M01949,M01950,M01951,M01952,M01953,M01954,M01955,M01956,M01957,M06829,M06831,M06833,M06835,M06837,M06839,M06841,M06843,M06847,M06849,M06851,M06852,M06854,M06856,M06857,M06859,M06861,M06863,M06865,M06867,M06868,M10436,M10438,M10439,M10440
LOC_Os01g64730	bZIP	Y	MA1033.1,M01825
LOC_Os01g66120	NAC	N	
LOC_Os01g66490	NAC	Y	M07186
LOC_Os01g66590	LBD	Y	M06955,M06966
LOC_Os01g67480	bHLH	Y	M06733
LOC_Os01g68700	bHLH	Y	M06721,M01052,M01121,M01122,M01700,M01702,M01708,M01713,M01758,M06720,M06726,M06729,M06736
LOC_Os01g69830	SBP	Y	M02473,M07265
LOC_Os01g69910	CAMTA	N	
LOC_Os01g69980	TCP	Y	M02509,MA1031.1,MA1050.1,M07278,M07279,M07281,M07286,M07293,M00891,M00892,M01086,M01311,M01315,M01316,M01317,M02502,M02504,M02507,M02511,M02512,M02513,M02515,M02516,M02517,M02518,M07277,M07280,M07282,M07285,M07289,M07292,M07294
LOC_Os01g70110	NAC	N	
LOC_Os01g70230	Trihelix	N	
LOC_Os01g70310	bHLH	N	
LOC_Os01g71790	NAC	N	
LOC_Os01g72370	bHLH	N	
LOC_Os01g74140	WRKY	Y	M07383,M07386,M07394,M07407,M07412,M07427,M07428,M00898,M00982,M01089,M01325,M02547,M02549,M02550,M02555,M02556,M02559,M02564,M02565,M02570,M07374,M07384,M07385,M07393,M07406,M07413,M07415,M07426,M07429
LOC_Os01g74540	GATA	Y	M06897
LOC_Os02g01380	Trihelix	Y	M02271,M02272
LOC_Os02g02480	bHLH	N	
LOC_Os02g02820	bHLH	N	
LOC_Os02g03580	bZIP	Y	M01160,M06764,M01770,M01783,M06752,M06765
LOC_Os02g03960	bZIP	N	
LOC_Os02g04340	Nin-like	Y	M07251
LOC_Os02g04680	SBP	N	
LOC_Os02g05510	GATA	Y	M02015,M01941,M01996,M06883,M06892
LOC_Os02g06950	NAC	N	
LOC_Os02g07780	SBP	N	
LOC_Os02g07800	Trihelix	N	
LOC_Os02g07840	bZIP	Y	M01832,M01154
LOC_Os02g08070	SBP	Y	M02480,M02481
LOC_Os02g08440	WRKY	N	
LOC_Os02g08540	bZIP	N	
LOC_Os02g09830	bZIP	N	
LOC_Os02g10140	bZIP	Y	M01155,M06749,M06774,M06785,M00856,M01053,M01055,M01780,M01784,M01785,M06748,M06773,M06786,M06787
LOC_Os02g10860	bZIP	Y	M06790
LOC_Os02g12310	NAC	N	
LOC_Os02g12790	GATA	N	
LOC_Os02g12820	bHLH	N	
LOC_Os02g13670	bHLH	N	
LOC_Os02g13800	HSF	Y	M06938,M06940,M06941,M06944,M06946,M06949,M06951,M00868,M00869,M06936,M06937,M06939,M06942,M06943,M06945,M06947,M06948,M06950,M06952
LOC_Os02g14910	bZIP	N	
LOC_Os02g15340	NAC	Y	M02378,M07185,M07217,M00971,M02383,M07184,M07218
LOC_Os02g15350	Dof	Y	M06830,M06832,M06834,M06836,M06838,M06840,M06842,M06844,M06848,M06850,M06853,M06855,M06858,M06860,M06862,M06864,M06866,M06869,M00862,M01062,M01063,M01212,M01213,M01214,M01215,M01216,M01217,M01218,M01219,M01220,M01221,M01222,M01223,M01224,M01938,M01939,M01940,M01942,M01943,M01944,M01945,M01946,M01947,M01948,M01949,M01950,M01951,M01952,M01953,M01954,M01955,M01956,M01957,M06829,M06831,M06833,M06835,M06837,M06839,M06841,M06843,M06847,M06849,M06851,M06852,M06854,M06856,M06857,M06859,M06861,M06863,M06865,M06867,M06868,M10436,M10438,M10439,M10440
LOC_Os02g15760	bHLH	N	
LOC_Os02g16540	WRKY	Y	M07373,M07376,M07383,M07386,M07389,M07400,M07407,M07411,M07412,M07428,M07431,M00731,M00982,M01089,M02547,M02549,M02550,M02553,M02556,M02557,M02558,M02559,M02564,M02565,M02566,M07372,M07374,M07375,M07382,M07384,M07385,M07390,M07401,M07406,M07410,M07413,M07415,M07429,M07430
LOC_Os02g16680	bZIP	N	
LOC_Os02g17460	CPP	Y	M07296,M07297,M07301,M01087,M01319,M01320,M01321,M01322,M02520,M02521,M02522,M02523,M02524,M02525,M02526,M02527,M02528,M02529,M02530,M02531,M02532,M02533,M02534,M02535,M07295,M07298,M07299,M07300
LOC_Os02g18460	NAC	N	
LOC_Os02g18470	NAC	N	
LOC_Os02g18660	GeBP	N	
LOC_Os02g23823	bHLH	Y	M01126
LOC_Os02g26430	WRKY	Y	M07373,M07376,M07383,M07386,M07389,M07400,M07407,M07411,M07412,M07425,M07428,M07431,M00731,M00982,M01089,M02547,M02549,M02550,M02553,M02556,M02557,M02558,M02559,M02564,M02565,M02566,M07372,M07374,M07375,M07382,M07384,M07385,M07390,M07401,M07406,M07410,M07413,M07415,M07424,M07429,M07430
LOC_Os02g29340	HSF	Y	M06938,M06940,M06941,M06944,M06946,M06949,M06951,M00868,M00869,M06936,M06937,M06939,M06942,M06943,M06945,M06947,M06948,M06950,M06952
LOC_Os02g31160	Trihelix	N	
LOC_Os02g32590	HSF	Y	M06938,M06940,M06941,M06944,M06946,M06949,M06951,M00868,M00869,M06936,M06937,M06939,M06942,M06943,M06945,M06947,M06948,M06950,M06952
LOC_Os02g33430	E2F/DP	Y	M01967,M06872,M09039,M00153,M00154,M00662,M01225,M01959,M01960,M01961,M01962,M01963,M01964,M01965,M01966,M01968,M01969,M02949,M02950,M02951,M02952,M02953,M02954,M02955,M02956,M02957,M02958,M02961,M02962,M04696,M04697,M04698,M04699,M04700,M04701,M04702,M04707,M06870,M06871,M07938,M07939,M07940,M07941,M07942,M07943,M08196,M08197,M09029,M09030,M09031,M09034,M09036,M09037,M09038,M09041,M09042,M09043,M09521,M09523,M09524,M09526,M10444,M10445
LOC_Os02g33560	bZIP	N	
LOC_Os02g33610	Trihelix	N	
LOC_Os02g33770	Trihelix	N	
LOC_Os02g34320	bHLH	N	
LOC_Os02g34370	bHLH	N	
LOC_Os02g34970	NAC	N	
LOC_Os02g35660	bHLH	Y	M06740,M01705,M01710,M01756,M06738,M06739
LOC_Os02g35690	Trihelix	N	
LOC_Os02g36510	EIL	N	
LOC_Os02g36880	NAC	Y	M02379
LOC_Os02g38130	NAC	N	
LOC_Os02g39140	bHLH	N	
LOC_Os02g41450	NAC	N	
LOC_Os02g42380	TCP	Y	MA1031.1,MA1031.1,M02512,MA1050.1,MA1050.1,M02513
LOC_Os02g42950	YABBY	Y	M07267,M00889,M00890,M02485,M02486,M07266
LOC_Os02g42970	NAC	Y	M07164,M07225,M07165,M07187,M07224
LOC_Os02g43150	GATA	Y	M06888,M06896,M00727,M00863,M01994,M01995,M01998,M01999,M02000,M02002,M02003,M02004,M06882,M06887,M06890,M06891,M06895
LOC_Os02g43300	Trihelix	N	
LOC_Os02g43560	WRKY	N	
LOC_Os02g45200	Dof	Y	M06830,M06832,M06834,M06836,M06838,M06840,M06842,M06844,M06848,M06850,M06853,M06855,M06858,M06860,M06862,M06864,M06866,M06869,M00862,M01062,M01063,M01212,M01213,M01214,M01215,M01216,M01217,M01218,M01219,M01220,M01221,M01222,M01223,M01224,M01938,M01939,M01940,M01942,M01943,M01944,M01945,M01946,M01947,M01948,M01949,M01950,M01951,M01952,M01953,M01954,M01955,M01956,M01957,M06829,M06831,M06833,M06835,M06837,M06839,M06841,M06843,M06847,M06849,M06851,M06852,M06854,M06857,M06859,M06861,M06863,M06865,M06867,M06868,M10436,M10438,M10439,M10440
LOC_Os02g46560	bHLH	N	
LOC_Os02g47060	WRKY	Y	M07373,M07376,M07383,M07386,M07389,M07400,M07407,M07411,M07412,M07428,M07431,M00731,M00982,M01089,M02547,M02549,M02550,M02553,M02556,M02557,M02558,M02559,M02564,M02565,M02566,M02570,M07372,M07374,M07375,M07382,M07384,M07385,M07390,M07401,M07406,M07410,M07413,M07415,M07429,M07430
LOC_Os02g47660	bHLH	Y	M06721,M01052,M01122,M01700,M01702,M01708,M01713,M01758,M06720,M06726,M06729,M06736
LOC_Os02g47770	ZF-HD	Y	M02155,M02155
LOC_Os02g47810	Dof	Y	M06830,M06832,M06834,M06836,M06838,M06840,M06842,M06844,M06848,M06850,M06853,M06855,M06858,M06860,M06862,M06864,M06866,M06869,M00862,M01062,M01063,M01212,M01213,M01214,M01215,M01216,M01217,M01218,M01219,M01220,M01221,M01222,M01223,M01224,M01938,M01939,M01940,M01942,M01943,M01944,M01945,M01946,M01947,M01948,M01949,M01950,M01951,M01952,M01953,M01954,M01955,M01956,M01957,M06829,M06831,M06833,M06835,M06837,M06839,M06841,M06843,M06847,M06849,M06851,M06852,M06854,M06856,M06857,M06859,M06861,M06863,M06865,M06867,M06868,M10436,M10438,M10439,M10440
LOC_Os02g48060	bHLH	N	
LOC_Os02g48270	LBD	N	
LOC_Os02g49440	Dof	Y	M06830,M06832,M06834,M06836,M06838,M06840,M06842,M06844,M06848,M06850,M06853,M06855,M06858,M06860,M06862,M06864,M06866,M06869,M00862,M01062,M01063,M01212,M01213,M01214,M01215,M01216,M01217,M01218,M01219,M01220,M01221,M01222,M01223,M01224,M01938,M01939,M01940,M01942,M01943,M01944,M01945,M01946,M01947,M01948,M01949,M01950,M01951,M01952,M01953,M01954,M01955,M01956,M01957,M06829,M06831,M06833,M06835,M06837,M06839,M06841,M06843,M06847,M06849,M06851,M06852,M06854,M06856,M06857,M06859,M06861,M06863,M06865,M06867,M06868,M10436,M10438,M10439,M10440
LOC_Os02g49480	bHLH	Y	M01757,M06740,M01710,M06739
LOC_Os02g49560	bZIP	Y	M01826,M01827
LOC_Os02g50630	E2F/DP	Y	M06874,M06876,M09040,M01958,M02959,M02960,M04703,M04704,M04705,M04706,M06873,M06875,M09033,M09522
LOC_Os02g51090	Nin-like	N	
LOC_Os02g51280	TCP	Y	M02509,MA1031.1,MA1050.1,M07278,M07279,M07281,M07286,M07293,M00891,M00892,M01086,M01311,M01315,M01316,M01317,M02502,M02504,M02507,M02511,M02512,M02513,M02515,M02516,M02517,M02518,M07277,M07280,M07282,M07285,M07289,M07292,M07294
LOC_Os02g51310	TCP	N	
LOC_Os02g51320	bHLH	N	
LOC_Os02g52190	bHLH	N	
LOC_Os02g52780	bZIP	Y	M01158,M01056,M01057,M01771,M01772,M01773,M01782,M06755
LOC_Os02g52950	GeBP	N	
LOC_Os02g53100	WRKY	Y	M07378,M07379,M07403,M07405,M07409,M07417,M00732,M00900,M02548,M02551,M02560,M07377,M07380,M07402,M07404,M07408,M07416
LOC_Os02g53150	GeBP	N	
LOC_Os02g53620	NF-YA	Y	M09019,M09019,M10405,M09018
LOC_Os02g55250	bHLH	N	
LOC_Os02g56140	bHLH	Y	M00722,M00854,M01120,M01709,M01756,M06738,M09780,M09781
LOC_Os02g56250	GATA	N	
LOC_Os02g56600	NAC	N	
LOC_Os02g57490	LBD	Y	M06959,M06963,M00870,M06958,M06962
LOC_Os02g57650	NAC	Y	M07200,M07201
LOC_Os02g58670	bZIP	N	
LOC_Os03g01870	NAC	N	
LOC_Os03g02240	Trihelix	N	
LOC_Os03g02800	NAC	Y	M07195,M07209,M07237,M01289,M01291,M01292,M07178,M07179,M07194,M07208,M07238
LOC_Os03g03000	bHLH	N	
LOC_Os03g03540	NAC	N	
LOC_Os03g03550	bZIP	N	
LOC_Os03g03850	GATA	N	
LOC_Os03g03900	Nin-like	Y	M07248,M07251
LOC_Os03g04070	NAC	N	
LOC_Os03g04310	bHLH	N	
LOC_Os03g05160	GATA	Y	M06888,M06896,M00727,M00863,M01994,M01995,M01998,M01999,M02000,M02002,M02003,M02004,M06882,M06887,M06890,M06891,M06895
LOC_Os03g05500	LBD	Y	M06959,M00870,M06958
LOC_Os03g05510	LBD	Y	M06959,M06963,M00870,M01066,M01067,M06958,M06962
LOC_Os03g05760	E2F/DP	Y	M09035,M09525
LOC_Os03g06630	HSF	N	
LOC_Os03g07360	Dof	Y	M06830,M06832,M06834,M06836,M06838,M06840,M06842,M06844,M06848,M06850,M06853,M06855,M06858,M06860,M06862,M06864,M06866,M06869,M00862,M01062,M01063,M01212,M01213,M01214,M01215,M01216,M01217,M01218,M01219,M01220,M01221,M01222,M01223,M01224,M01938,M01939,M01940,M01942,M01943,M01944,M01945,M01946,M01947,M01948,M01949,M01950,M01951,M01952,M01953,M01954,M01955,M01956,M01957,M06829,M06831,M06833,M06835,M06837,M06839,M06841,M06843,M06847,M06849,M06851,M06852,M06854,M06857,M06859,M06861,M06863,M06865,M06867,M06868,M10436,M10438,M10439,M10440
LOC_Os03g07540	bHLH	N	
LOC_Os03g07880	NF-YA	Y	M09019,M09019,M10405,M09018
LOC_Os03g08930	bHLH	N	
LOC_Os03g09100	CAMTA	Y	M01900,M01901,M06828
LOC_Os03g10770	bHLH	N	
LOC_Os03g11600	YABBY	Y	M07267,M00889,M00890,M02485,M02486,M07266
LOC_Os03g12120	NAC	N	
LOC_Os03g12370	HSF	Y	M06938,M06940,M06941,M06944,M06946,M06949,M06951,M00868,M00869,M06936,M06937,M06939,M06942,M06943,M06945,M06947,M06948,M06950,M06952
LOC_Os03g12760	bHLH	N	
LOC_Os03g12940	bHLH	Y	M06721,M01052,M01121,M01122,M01700,M01702,M01708,M01713,M01758,M06720,M06726,M06729,M06736
LOC_Os03g13614	bZIP	N	
LOC_Os03g14270	LBD	Y	M06959,M06961,M06963,M00870,M01066,M01067,M06958,M06960,M06962
LOC_Os03g15440	bHLH	Y	M01128,M01123,M01756,M06738
LOC_Os03g16850	Dof	N	
LOC_Os03g17130	bHLH	N	
LOC_Os03g17810	LBD	N	
LOC_Os03g18330	Trihelix	N	
LOC_Os03g18340	Trihelix	N	
LOC_Os03g19370	bZIP	N	
LOC_Os03g19375	bZIP	N	
LOC_Os03g20310	bZIP	N	
LOC_Os03g20550	WRKY	N	
LOC_Os03g20650	bZIP	Y	M06777,M01058,M01059,M01133,M01771,M06755,M06778
LOC_Os03g20780	EIL	Y	M00726,M06879,M10470,M00724,M00725,M06878
LOC_Os03g20790	EIL	Y	M00726,M06879,M10470,M00724,M00725,M06878
LOC_Os03g21030	NAC	N	
LOC_Os03g21060	NAC	Y	M07176,M07198,M02368,M07177,M07199
LOC_Os03g21710	WRKY	Y	M07389,M07396,M01090,M02553,M07390,M07392,M07395
LOC_Os03g21800	bZIP	Y	M01153,M01157,M06746,M06768,M01777,M06747,M06769
LOC_Os03g25120	HSF	Y	M06938,M06940,M06941,M06944,M06946,M06949,M06951,M00868,M00869,M06936,M06937,M06939,M06942,M06943,M06945,M06947,M06948,M06950,M06952
LOC_Os03g25430	GeBP	Y	M02494
LOC_Os03g26210	bHLH	N	
LOC_Os03g27390	bHLH	N	
LOC_Os03g29760	NF-YA	N	
LOC_Os03g33012	WRKY	Y	M07419,M01324,M02554,M02567,M07381,M07391,M07414,M07418
LOC_Os03g33090	LBD	N	
LOC_Os03g38870	Dof	N	
LOC_Os03g39050	NAC	N	
LOC_Os03g39100	NAC	N	
LOC_Os03g41330	LBD	N	
LOC_Os03g41600	LBD	Y	M06955,M06966
LOC_Os03g42100	bHLH	N	
LOC_Os03g42200	Dof	Y	M06830,M06832,M06834,M06836,M06838,M06840,M06842,M06844,M06848,M06850,M06853,M06855,M06858,M06860,M06862,M06864,M06866,M06869,M00862,M01062,M01063,M01212,M01213,M01214,M01215,M01216,M01217,M01218,M01219,M01220,M01221,M01222,M01223,M01224,M01938,M01939,M01940,M01942,M01943,M01944,M01945,M01946,M01947,M01948,M01949,M01950,M01951,M01952,M01953,M01954,M01955,M01956,M01957,M06829,M06831,M06833,M06835,M06837,M06839,M06841,M06843,M06847,M06849,M06851,M06852,M06854,M06857,M06859,M06861,M06863,M06865,M06867,M06868,M10436,M10438,M10439,M10440
